Year,CountyName,Population,Municipal,Manufactoring,Mining,SteamElectric,Irrigation,LiveStock,Muni_GW,Muni_SW,MFG_Gw,MFG_SW,Mining_GW,Mining_SW,Power_GW,Power_SW,Irrig_GW,Irrig_SW,Livestock_GW,Livestock_SW,textbox46,textbox11,textbox13,textbox15,textbox17,textbox19,textbox20,textbox21,textbox23,textbox25,textbox27,textbox29,textbox31,textbox33,textbox35,textbox37,textbox39,textbox41,textbox43,textbox45
2010,ANDERSON,"58,458","13,257",0,62,0,409,"1,082","9,559","3,698",0,0,50,12,0,0,259,150,54,"1,028",2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ANDREWS,"14,786","3,105",580,821,0,"23,354",223,"3,105",0,580,0,653,168,0,0,"23,354",0,223,0,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ANGELINA,"86,771","11,368","3,624",23,0,"1,140","1,108","11,368",0,"3,603",21,15,8,0,0,238,902,111,997,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ARANSAS,"23,158","3,986",0,19,0,0,63,429,"3,557",0,0,10,9,0,0,0,0,44,19,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ARCHER,"9,054","1,575",1,165,0,"2,000","2,042",167,"1,408",0,1,144,21,0,0,0,"2,000",290,"1,752",2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ARMSTRONG,"1,901",349,0,0,0,"4,396",498,349,0,0,0,0,0,0,0,"4,396",0,448,50,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,ATASCOSA,"44,911","6,805",58,"1,234","7,197","27,501","2,137","6,432",373,58,0,473,761,"7,197",0,"27,501",0,"1,710",427,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,AUSTIN,"28,417","4,351",106,14,0,"3,986","1,153","4,351",0,106,0,8,6,0,0,"3,986",0,346,807,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,BAILEY,"7,165","1,112",0,0,0,"61,429","2,727","1,112",0,0,0,0,0,0,0,"61,429",0,"2,454",273,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
2010,BANDERA,"20,485","2,600",0,0,0,887,297,"2,600",0,0,0,0,0,0,0,887,0,224,73,2010,"25,145,561","4,212,076","1,044,553","222,477","468,073","7,603,253","345,381","1,513,107","2,698,968","234,399","810,155","136,794","85,682","53,011","415,063","5,705,232","1,898,021","159,279","186,102"
