Year,CountyName,Population,Municipal,Manufacturing,Mining,Power,Irrigation,LiveStock,Muni_GW,Muni_SW,Muni_RU,MFG_Gw,MFG_SW,MFG_RU,Mining_GW,Mining_SW,Mining_RU,Power_GW,Power_SW,Power_RU,Irrig_GW,Irrig_SW,Irrig_RU,Livestock_GW,Livestock_SW,Livestock_RU,textbox46,textbox11,textbox13,Manufacturing1,textbox17,textbox19,textbox20,textbox21,textbox23,textbox25,Textbox44,textbox27,textbox29,Textbox49,textbox31,textbox33,Textbox52,textbox35,textbox37,Textbox55,textbox39,textbox41,Textbox58,textbox43,textbox45,Textbox61
2016,HUDSPETH,"4,053",645,0,21,0,"77,589",423,645,0,0,0,0,0,21,0,0,0,0,0,"70,289","7,300",0,360,63,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,HUNT,"92,073","11,975",285,0,191,232,"1,223","1,972","9,822",181,0,285,0,0,0,0,0,191,0,185,47,0,0,"1,223",0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,HUTCHINSON,"21,511","6,301","11,008",86,0,"64,479",372,"6,079",222,0,"9,785",0,"1,223",86,0,0,0,0,0,"64,204",275,0,279,93,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,IRION,"1,557",148,5,"1,606",0,910,202,148,0,0,5,0,0,"1,092",0,514,0,0,0,146,764,0,162,40,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JACK,"8,744",942,0,39,"3,772",68,700,285,657,0,0,0,0,7,29,3,2,"3,770",0,18,50,0,105,595,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JACKSON,"14,869","1,316",519,0,0,"56,573",825,"1,316",0,0,55,464,0,0,0,0,0,0,0,"55,659",914,0,536,289,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JASPER,"35,648","4,469","52,020",0,0,655,533,"3,949",520,0,"46,057","5,963",0,0,0,0,0,0,0,33,622,0,108,425,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JEFF DAVIS,"2,200","1,123",0,0,0,705,314,"1,123",0,0,0,0,0,0,0,0,0,0,0,620,85,0,298,16,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JEFFERSON,"254,679","46,161","125,826",18,211,"57,831",797,"9,821","36,340",0,65,"125,603",158,18,0,0,0,211,0,331,"57,500",0,159,638,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
2016,JIM HOGG,"5,146",710,36,31,0,160,449,710,0,0,36,0,0,31,0,0,0,0,0,160,0,0,404,45,0,2016,"27,862,596","4,412,556","1,068,798","169,128","464,763","7,831,789","325,385","1,448,876","2,858,268","105,412","159,062","886,039","23,697","112,372","14,830","41,926","56,724","352,080","55,959","5,967,759","1,801,089","62,941","160,400","164,985",0
