Year,CountyName,Population,Municipal,Manufactoring,Mining,SteamElectric,Irrigation,LiveStock,Muni_GW,Muni_SW,MFG_Gw,MFG_SW,Mining_GW,Mining_SW,Power_GW,Power_SW,Irrig_GW,Irrig_SW,Livestock_GW,Livestock_SW,textbox46,textbox11,textbox13,textbox15,textbox17,textbox19,textbox20,textbox21,textbox23,textbox25,textbox27,textbox29,textbox31,textbox33,textbox35,textbox37,textbox39,textbox41,textbox43,textbox45
2011,ANDERSON,"58,726","14,965",0,0,0,580,"1,071","10,057","4,908",0,0,0,0,0,0,458,122,54,"1,017",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ANDREWS,"15,326","4,047",434,446,0,"21,955",228,"4,047",0,434,0,446,0,0,0,"21,955",0,228,0,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ANGELINA,"88,214","12,666","3,238",36,0,"1,017","1,094","12,666",0,"3,161",77,25,11,0,0,265,752,109,985,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ARANSAS,"23,334","4,277",0,0,0,0,64,466,"3,811",0,0,0,0,0,0,0,0,45,19,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ARCHER,"8,912","1,845",3,0,0,"1,446","2,350",147,"1,698",0,3,0,0,0,0,46,"1,400",303,"2,047",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ARMSTRONG,"1,935",463,0,0,0,"8,393",553,463,0,0,0,0,0,0,0,"8,393",0,498,55,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,ATASCOSA,"46,362","7,211",48,"1,140","7,954","36,614","2,220","7,211",0,48,0,"1,026",114,"7,954",0,"36,614",0,"1,776",444,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,AUSTIN,"28,671","5,322",51,4,0,"5,303","1,131","5,322",0,51,0,4,0,0,0,"5,303",0,339,792,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BAILEY,"7,264","1,386",0,0,0,"109,351","3,022","1,386",0,0,0,0,0,0,0,"109,351",0,"2,720",302,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BANDERA,"20,674","2,849",0,0,0,"1,397",297,"2,849",0,0,0,0,0,0,0,"1,396",1,224,73,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BASTROP,"75,904","12,129",104,0,"7,646","5,061","1,302","12,129",0,81,23,0,0,0,"7,646","3,861","1,200",260,"1,042",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BAYLOR,"3,745",793,0,0,0,"7,236",781,793,0,0,0,0,0,0,0,"5,970","1,266",156,625,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BEE,"32,309","7,347",0,82,0,"2,870","1,186","3,455","3,891",0,0,74,8,0,0,"2,869",1,949,237,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BELL,"317,759","67,779",559,0,0,"3,132","1,746","4,619","63,159",0,559,0,0,0,0,"1,474","1,658",524,"1,222",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BEXAR,"1,756,261","286,919","6,087","7,418","52,293","14,557","1,866","264,378","22,542","5,299",787,"7,418",0,"1,148","51,145","11,031","3,526",560,"1,306",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BLANCO,"10,671","1,624",0,0,0,357,386,"1,274",350,0,0,0,0,0,0,357,0,270,116,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BORDEN,645,131,0,305,0,"3,779",215,129,2,0,0,305,0,0,0,"3,779",0,64,151,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BOSQUE,"18,356","3,843",7,5,0,"3,500","1,394","3,388",454,1,5,1,4,0,0,0,"3,500",418,976,2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
2011,BOWIE,"93,274","22,066",94,0,0,"8,788","2,147","2,369","19,697",26,68,0,0,0,0,"4,788","4,000",108,"2,039",2011,"25,674,075","4,988,097","1,007,956","79,395","517,391","11,082,577","355,438","1,872,389","3,115,705","172,123","835,724","59,071","20,322","59,069","458,319","8,099,919","2,982,658","170,686","184,752"
